,amount of SP,different upvote receiver,downvotes,names,price in $,self upvotes,timestamp,upvotes
243,"137,68647281177115",117,0,afrasyabmaier,"66,17662099674432",0,2018-02-14T14:44:30,156
244,"744,2756724211284",52,0,ozhiya,"357,72322498408306",3,2018-02-14T15:18:51,77
245,"393,95896133823175",32,0,kellycomatose,"189,34955874998892",4,2018-02-14T15:19:03,42
246,"376,5409736689316",38,0,klizo,"180,97790433123544",4,2018-02-14T15:19:06,55
247,"435,37981008679856",6,0,loiterless,"209,25777306487427",2,2018-02-14T15:19:18,4
248,"482,01139856349107",557,0,robin5581,"231,67043927731288",8,2018-02-14T15:19:21,645
249,"101,65872160067418",2,0,steemrepair,"48,86050570543932",0,2018-02-14T15:19:30,2
250,"177,8081510410149",1,0,apkdl,"85,46041147890561",2,2018-02-14T15:19:54,0
251,"7,831338027971033",151,1,futuremind,"3,7639971305163944",2,2018-02-14T15:19:57,207
252,"2,0249944130259823",1,0,evgenya,"0,973278529507719",0,2018-02-14T15:20:00,31
253,"2,024994383191272",1,0,aliana,"0,9732785151681818",0,2018-02-14T15:20:24,31
254,"2,0249937199803356",1,0,aleksandraaaaa,"0,9732781964073196",0,2018-02-14T15:29:21,31
255,"1,9989937858401277",1,0,subbotinaairinaa,"0,9607817778964828",0,2018-02-14T15:29:36,31
256,"1,9989937785037235",1,0,andruha,"0,960781774370367",0,2018-02-14T15:29:39,31
257,"29,60390764669954",37,0,barut,"14,22860602316751",3,2018-02-14T15:29:54,57
258,"3,1399901925740448",3,1,candle,"1,509181960028407",0,2018-02-14T15:29:57,2
259,"2187,474532766018",36,0,cryptokraze,"1051,3717879372628",14,2018-02-14T15:30:24,79
260,"2,3679925601458085",1,0,lionfish,"1,138134654593914",0,2018-02-14T15:30:30,31
261,"98,6996891855162",34,0,fukumineko,"47,43829797031424",1,2018-02-14T15:30:39,44
262,"97,47968746445832",2,0,motivatedgirl,"46,85192525075016",1,2018-02-14T15:32:12,13
263,"1,4339953992866838",4,0,qjrqkf,"0,6892250786277455",14,2018-02-14T15:32:15,3
264,"8,70497204234359",4,0,bdupme,"4,183894204487006",20,2018-02-14T15:32:21,21
265,"1715,298167543608",396,0,steembasicincome,"824,4283872761023",10,2018-02-14T16:04:33,908
